,loss,accuracy,val_loss,val_accuracy
0,0.7529684901237488,0.5483871102333069,0.7295767068862915,0.3870967626571655
1,0.6475154757499695,0.625,0.8093633055686951,0.3870967626571655
2,0.6765503883361816,0.6088709831237793,0.7445417642593384,0.3870967626571655
3,0.6649794578552246,0.6451612710952759,0.7047898173332214,0.4354838728904724
4,0.6398714780807495,0.5967742204666138,0.7248790860176086,0.6129032373428345
5,0.6208166480064392,0.6895161271095276,0.9294534921646118,0.6129032373428345
6,0.6321108937263489,0.6854838728904724,0.9802950620651245,0.6129032373428345
7,0.6065303087234497,0.7459677457809448,0.7241165637969971,0.5322580933570862
8,0.6399860382080078,0.6774193644523621,0.6964696645736694,0.4838709533214569
9,0.6160688996315002,0.6612903475761414,0.9422063231468201,0.5
10,0.5832275748252869,0.6975806355476379,1.2617205381393433,0.4677419364452362
11,0.5914548635482788,0.6975806355476379,0.8869229555130005,0.4838709533214569
12,0.5992088317871094,0.6653226017951965,0.41644689440727234,0.8225806355476379
13,0.6150135397911072,0.6975806355476379,1.9173617362976074,0.6129032373428345
14,0.5521226525306702,0.7379032373428345,0.48627129197120667,0.774193525314331
15,0.6032608151435852,0.6895161271095276,2.274564027786255,0.6129032373428345
16,0.5632248520851135,0.725806474685669,0.5266630053520203,0.7580645084381104
17,0.5862160921096802,0.7137096524238586,9.87423324584961,0.6129032373428345
18,0.5785501599311829,0.725806474685669,0.44817033410072327,0.8225806355476379
19,0.5451807379722595,0.7459677457809448,0.4232741892337799,0.8387096524238586
